,filename,total_nloc,avg_nloc,avg_ccn,avg_token,function_cnt,ternary,LLC_0,LLC_10,LLC_20,LLC_30,LLC_40,rel_pub,rel_priv,rel_prot,sin_comm,sin_spell_err,multi_comm,doc_comm,sin_space,db_space,tab,total_var_count,avg_var_length,num_type1_var,num_type2_var,num_type3_var,num_var_misspell,total_num_tokens
29,../../data/test/SOCO.14.test/JAVA/A1/A10029.java,69.0,19.333333333333332,6.0,151.0,3.0,0.0,29.0,15.0,8.0,13.0,21.0,100.0,0.0,0.0,6.0,0.0,0.0,0.0,229.0,0.0,260.0,26.0,4.269230769230769,21.0,5.0,0.0,4.0,286.0
30,../../data/test/SOCO.14.test/JAVA/A1/A10030.java,70.0,31.0,9.0,293.5,2.0,2.0,22.0,12.0,15.0,16.0,22.0,100.0,0.0,0.0,6.0,1.0,1.0,0.0,187.0,31.0,190.0,35.0,5.571428571428571,33.0,2.0,0.0,14.0,344.0
31,../../data/test/SOCO.14.test/JAVA/A1/A10031.java,42.0,9.25,2.5,69.5,4.0,0.0,21.0,7.0,10.0,10.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,28.0,76.0,19.0,2.6315789473684212,10.0,3.0,6.0,0.0,186.0
32,../../data/test/SOCO.14.test/JAVA/A1/A10032.java,34.0,30.0,10.0,253.0,1.0,1.0,9.0,8.0,4.0,3.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,104.0,20.0,2.1,12.0,0.0,8.0,0.0,144.0
33,../../data/test/SOCO.14.test/JAVA/A1/A10033.java,52.0,13.333333333333334,2.0,46.666666666666664,3.0,0.0,29.0,3.0,11.0,8.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,90.0,10.0,4.8,8.0,2.0,0.0,2.0,81.0
34,../../data/test/SOCO.14.test/JAVA/A1/A10034.java,70.0,62.0,18.0,402.0,1.0,0.0,45.0,10.0,11.0,12.0,16.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,0.0,382.0,27.0,4.851851851851852,10.0,14.0,3.0,2.0,230.0
35,../../data/test/SOCO.14.test/JAVA/A1/A10035.java,54.0,24.5,4.5,198.5,2.0,0.0,25.0,9.0,7.0,10.0,20.0,60.0,40.0,0.0,5.0,0.0,1.0,0.0,751.0,293.0,0.0,30.0,4.533333333333333,26.0,4.0,0.0,2.0,216.0
37,../../data/test/SOCO.14.test/JAVA/A1/A10037.java,75.0,61.0,13.0,381.0,1.0,0.0,29.0,7.0,10.0,17.0,27.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,12.0,254.0,26.0,11.038461538461538,5.0,21.0,0.0,2.0,224.0
38,../../data/test/SOCO.14.test/JAVA/A1/A10038.java,185.0,12.142857142857142,3.4285714285714284,79.42857142857143,14.0,1.0,94.0,38.0,34.0,27.0,45.0,70.58823529411765,29.411764705882355,0.0,5.0,0.0,1.0,0.0,331.0,19.0,626.0,65.0,6.369230769230769,31.0,34.0,0.0,6.0,679.0
39,../../data/test/SOCO.14.test/JAVA/A1/A10039.java,54.0,48.0,18.0,346.0,1.0,0.0,24.0,9.0,9.0,11.0,11.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,158.0,1.0,198.0,24.0,2.75,12.0,0.0,12.0,0.0,213.0
40,../../data/test/SOCO.14.test/JAVA/A1/A10040.java,36.0,29.0,7.0,244.0,1.0,0.0,15.0,8.0,4.0,12.0,7.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,78.0,0.0,100.0,22.0,1.8181818181818181,22.0,0.0,0.0,0.0,143.0
42,../../data/test/SOCO.14.test/JAVA/A1/A10042.java,44.0,18.0,5.0,154.5,2.0,0.0,14.0,6.0,6.0,10.0,15.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,638.0,250.0,0.0,22.0,9.363636363636363,8.0,14.0,0.0,0.0,174.0
43,../../data/test/SOCO.14.test/JAVA/A1/A10043.java,56.0,24.0,6.0,174.5,2.0,0.0,24.0,10.0,8.0,20.0,9.0,66.66666666666666,33.33333333333333,0.0,1.0,1.0,0.0,0.0,404.0,126.0,82.0,29.0,3.3448275862068964,23.0,4.0,2.0,0.0,214.0
44,../../data/test/SOCO.14.test/JAVA/A1/A10044.java,112.0,108.0,33.0,902.0,1.0,0.0,35.0,7.0,41.0,14.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,491.0,28.0,9.928571428571429,10.0,16.0,0.0,6.0,585.0
45,../../data/test/SOCO.14.test/JAVA/A1/A10045.java,52.0,47.0,15.0,284.0,1.0,0.0,33.0,6.0,17.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,184.0,23.0,1.173913043478261,23.0,0.0,0.0,0.0,185.0
46,../../data/test/SOCO.14.test/JAVA/A1/A10046.java,100.0,20.25,4.5,134.25,4.0,0.0,36.0,24.0,23.0,19.0,15.0,37.5,62.5,0.0,0.0,0.0,0.0,0.0,206.0,0.0,256.0,33.0,2.878787878787879,29.0,4.0,0.0,2.0,317.0
47,../../data/test/SOCO.14.test/JAVA/A1/A10047.java,32.0,28.0,7.0,199.0,1.0,0.0,17.0,8.0,8.0,3.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,88.0,23.0,3.260869565217391,21.0,2.0,0.0,2.0,116.0
48,../../data/test/SOCO.14.test/JAVA/A1/A10048.java,79.0,20.666666666666668,4.666666666666667,107.0,3.0,0.0,59.0,10.0,19.0,17.0,13.0,100.0,0.0,0.0,2.0,1.0,6.0,0.0,449.0,124.0,82.0,17.0,4.882352941176471,13.0,2.0,2.0,0.0,210.0
49,../../data/test/SOCO.14.test/JAVA/A1/A10049.java,116.0,13.285714285714286,3.4285714285714284,72.85714285714286,7.0,0.0,48.0,13.0,23.0,28.0,30.0,11.11111111111111,88.88888888888889,0.0,3.0,1.0,0.0,0.0,267.0,1.0,350.0,38.0,9.68421052631579,15.0,21.0,2.0,1.0,329.0
50,../../data/test/SOCO.14.test/JAVA/A1/A10050.java,90.0,37.5,10.5,246.0,2.0,0.0,34.0,20.0,26.0,24.0,19.0,100.0,0.0,0.0,2.0,1.0,2.0,0.0,216.0,0.0,300.0,31.0,4.806451612903226,29.0,2.0,0.0,4.0,305.0
51,../../data/test/SOCO.14.test/JAVA/A1/A10051.java,66.0,10.8,4.2,74.0,5.0,0.0,22.0,7.0,21.0,8.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,184.0,23.0,3.4782608695652173,23.0,0.0,0.0,7.0,226.0
52,../../data/test/SOCO.14.test/JAVA/A1/A10052.java,67.0,60.0,12.0,333.0,1.0,0.0,39.0,13.0,14.0,15.0,11.0,100.0,0.0,0.0,5.0,1.0,3.0,0.0,1502.0,686.0,0.0,25.0,2.64,21.0,0.0,4.0,2.0,207.0
53,../../data/test/SOCO.14.test/JAVA/A1/A10053.java,54.0,48.0,17.0,316.0,1.0,0.0,37.0,13.0,10.0,9.0,14.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,143.0,1.0,260.0,17.0,6.588235294117647,17.0,0.0,0.0,11.0,210.0
54,../../data/test/SOCO.14.test/JAVA/A1/A10054.java,192.0,60.666666666666664,32.333333333333336,559.6666666666666,3.0,0.0,71.0,51.0,27.0,47.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,818.0,37.0,2.081081081081081,37.0,0.0,0.0,0.0,1079.0
55,../../data/test/SOCO.14.test/JAVA/A1/A10055.java,58.0,26.5,5.5,206.5,2.0,0.0,34.0,12.0,10.0,8.0,19.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,801.0,324.0,0.0,15.0,4.066666666666666,13.0,2.0,0.0,0.0,207.0
56,../../data/test/SOCO.14.test/JAVA/A1/A10056.java,52.0,48.0,18.0,307.0,1.0,0.0,32.0,20.0,7.0,9.0,14.0,100.0,0.0,0.0,6.0,0.0,2.0,0.0,1291.0,546.0,0.0,14.0,5.285714285714286,14.0,0.0,0.0,0.0,195.0
57,../../data/test/SOCO.14.test/JAVA/A1/A10057.java,8.0,5.0,1.0,44.0,1.0,0.0,14.0,0.0,2.0,0.0,8.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,116.0,33.0,0.0,4.0,2.5,4.0,0.0,0.0,2.0,22.0
58,../../data/test/SOCO.14.test/JAVA/A1/A10058.java,51.0,48.0,12.0,365.0,1.0,0.0,20.0,14.0,5.0,7.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,228.0,23.0,2.9130434782608696,23.0,0.0,0.0,0.0,213.0
59,../../data/test/SOCO.14.test/JAVA/A1/A10059.java,89.0,18.75,4.75,137.0,4.0,0.0,29.0,23.0,9.0,23.0,12.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,226.0,1.0,256.0,31.0,2.225806451612903,31.0,0.0,0.0,1.0,333.0
60,../../data/test/SOCO.14.test/JAVA/A1/A10060.java,86.0,25.0,6.0,181.0,3.0,0.0,43.0,9.0,25.0,18.0,19.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,281.0,0.0,274.0,49.0,5.387755102040816,25.0,20.0,4.0,0.0,350.0
61,../../data/test/SOCO.14.test/JAVA/A1/A10061.java,47.0,40.0,8.0,318.0,1.0,0.0,18.0,14.0,5.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,139.0,0.0,32.0,2.3125,28.0,0.0,4.0,2.0,207.0
62,../../data/test/SOCO.14.test/JAVA/A1/A10062.java,86.0,10.428571428571429,3.7142857142857144,88.85714285714286,7.0,0.0,41.0,8.0,6.0,20.0,30.0,50.0,50.0,0.0,2.0,0.0,0.0,0.0,1117.0,408.0,0.0,34.0,5.0588235294117645,21.0,6.0,7.0,0.0,405.0
63,../../data/test/SOCO.14.test/JAVA/A1/A10063.java,51.0,22.0,7.5,180.5,2.0,0.0,19.0,8.0,7.0,7.0,16.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,156.0,0.0,140.0,30.0,4.4,26.0,4.0,0.0,8.0,214.0
64,../../data/test/SOCO.14.test/JAVA/A1/A10064.java,76.0,14.0,4.25,102.0,4.0,0.0,24.0,16.0,10.0,15.0,20.0,62.5,37.5,0.0,0.0,0.0,0.0,0.0,173.0,3.0,210.0,28.0,3.892857142857143,22.0,6.0,0.0,0.0,261.0
65,../../data/test/SOCO.14.test/JAVA/A1/A10065.java,154.0,14.4,4.4,102.2,10.0,0.0,46.0,29.0,28.0,26.0,48.0,90.9090909090909,9.090909090909092,0.0,8.0,3.0,0.0,0.0,384.0,6.0,401.0,51.0,6.8431372549019605,41.0,10.0,0.0,16.0,631.0
66,../../data/test/SOCO.14.test/JAVA/A1/A10066.java,49.0,45.0,13.0,368.0,1.0,0.0,22.0,9.0,16.0,1.0,7.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,149.0,32.0,2.25,28.0,0.0,4.0,2.0,242.0
67,../../data/test/SOCO.14.test/JAVA/A1/A10067.java,64.0,18.0,5.333333333333333,125.33333333333333,3.0,0.0,34.0,2.0,13.0,17.0,13.0,100.0,0.0,0.0,3.0,1.0,0.0,0.0,107.0,0.0,204.0,21.0,3.0952380952380953,13.0,2.0,6.0,0.0,223.0
68,../../data/test/SOCO.14.test/JAVA/A1/A10068.java,76.0,24.0,6.333333333333333,163.33333333333334,3.0,0.0,23.0,20.0,19.0,10.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,194.0,35.0,2.5428571428571427,32.0,3.0,0.0,2.0,329.0
69,../../data/test/SOCO.14.test/JAVA/A1/A10069.java,66.0,54.0,13.0,439.0,1.0,0.0,35.0,14.0,17.0,11.0,22.0,100.0,0.0,0.0,8.0,0.0,2.0,0.0,1666.0,721.0,0.0,30.0,3.0,26.0,0.0,4.0,2.0,264.0
70,../../data/test/SOCO.14.test/JAVA/A1/A10070.java,61.0,9.0,3.0,63.0,6.0,0.0,14.0,9.0,17.0,6.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,147.0,21.0,1.9047619047619047,13.0,0.0,8.0,0.0,218.0
71,../../data/test/SOCO.14.test/JAVA/A1/A10071.java,55.0,52.0,11.0,396.0,1.0,0.0,22.0,12.0,10.0,5.0,25.0,100.0,0.0,0.0,8.0,1.0,1.0,0.0,272.0,31.0,275.0,39.0,5.82051282051282,31.0,4.0,0.0,10.0,256.0
72,../../data/test/SOCO.14.test/JAVA/A1/A10072.java,56.0,13.0,5.5,125.25,4.0,0.0,30.0,8.0,10.0,8.0,26.0,100.0,0.0,0.0,5.0,0.0,1.0,0.0,297.0,22.0,155.0,35.0,5.0,31.0,4.0,0.0,6.0,301.0
73,../../data/test/SOCO.14.test/JAVA/A1/A10073.java,105.0,32.666666666666664,8.0,233.33333333333334,3.0,0.0,51.0,12.0,12.0,23.0,40.0,71.42857142857143,28.57142857142857,0.0,6.0,0.0,1.0,0.0,1635.0,666.0,0.0,58.0,8.120689655172415,31.0,27.0,0.0,0.0,394.0
74,../../data/test/SOCO.14.test/JAVA/A1/A10074.java,45.0,18.0,4.0,165.0,2.0,0.0,13.0,4.0,11.0,11.0,14.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,120.0,0.0,95.0,31.0,5.645161290322581,19.0,8.0,4.0,2.0,199.0
75,../../data/test/SOCO.14.test/JAVA/A1/A10075.java,63.0,28.0,6.0,228.5,2.0,0.0,17.0,14.0,9.0,16.0,14.0,100.0,0.0,0.0,3.0,0.0,1.0,0.0,169.0,0.0,169.0,33.0,3.1818181818181817,31.0,2.0,0.0,0.0,271.0
76,../../data/test/SOCO.14.test/JAVA/A1/A10076.java,248.0,8.481481481481481,3.074074074074074,47.0,27.0,1.0,104.0,70.0,63.0,45.0,51.0,50.0,50.0,0.0,40.0,22.0,0.0,0.0,783.0,0.0,639.0,66.0,3.121212121212121,57.0,2.0,7.0,1.0,813.0
77,../../data/test/SOCO.14.test/JAVA/A1/A10077.java,45.0,21.0,6.5,155.5,2.0,0.0,30.0,57.0,17.0,6.0,22.0,66.66666666666666,33.33333333333333,0.0,1.0,0.0,2.0,0.0,1425.0,331.0,0.0,23.0,4.913043478260869,21.0,2.0,0.0,4.0,191.0
78,../../data/test/SOCO.14.test/JAVA/A1/A10078.java,36.0,32.0,10.0,260.0,1.0,2.0,11.0,5.0,11.0,5.0,12.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,124.0,0.0,128.0,22.0,6.454545454545454,14.0,8.0,0.0,0.0,163.0
79,../../data/test/SOCO.14.test/JAVA/A1/A10079.java,143.0,13.555555555555555,3.5555555555555554,82.22222222222223,9.0,0.0,54.0,19.0,30.0,28.0,53.0,33.33333333333333,66.66666666666666,0.0,14.0,8.0,1.0,0.0,2342.0,962.0,0.0,62.0,7.17741935483871,29.0,33.0,0.0,19.0,476.0
80,../../data/test/SOCO.14.test/JAVA/A1/A10080.java,59.0,16.333333333333332,4.333333333333333,126.0,3.0,0.0,19.0,11.0,13.0,8.0,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,159.0,26.0,8.692307692307692,10.0,16.0,0.0,0.0,221.0
81,../../data/test/SOCO.14.test/JAVA/A1/A10081.java,73.0,15.75,2.75,135.25,4.0,0.0,58.0,7.0,9.0,18.0,34.0,40.0,60.0,0.0,4.0,0.0,1.0,0.0,239.0,0.0,157.0,50.0,4.64,24.0,8.0,16.0,0.0,312.0
82,../../data/test/SOCO.14.test/JAVA/A1/A10082.java,39.0,36.0,10.0,166.0,1.0,0.0,27.0,24.0,10.0,4.0,5.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,190.0,22.0,124.0,13.0,5.0,11.0,2.0,0.0,0.0,124.0
83,../../data/test/SOCO.14.test/JAVA/A1/A10083.java,77.0,72.0,16.0,444.0,1.0,0.0,28.0,29.0,13.0,10.0,12.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,73.0,3.0,9.0,34.0,3.7058823529411766,22.0,2.0,6.0,8.0,296.0
84,../../data/test/SOCO.14.test/JAVA/A1/A10084.java,73.0,12.2,4.2,121.0,5.0,0.0,27.0,9.0,11.0,21.0,33.0,18.181818181818183,81.81818181818183,0.0,2.0,0.0,2.0,0.0,207.0,29.0,158.0,44.0,4.795454545454546,44.0,0.0,0.0,9.0,393.0
85,../../data/test/SOCO.14.test/JAVA/A1/A10085.java,76.0,17.5,5.25,153.25,4.0,0.0,27.0,17.0,19.0,8.0,14.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,0.0,220.0,37.0,1.9189189189189189,37.0,0.0,0.0,0.0,370.0
86,../../data/test/SOCO.14.test/JAVA/A1/A10086.java,45.0,12.0,2.6666666666666665,102.66666666666667,3.0,0.0,19.0,6.0,4.0,15.0,13.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,102.0,27.0,4.925925925925926,26.0,0.0,1.0,2.0,176.0
87,../../data/test/SOCO.14.test/JAVA/A1/A10087.java,24.0,21.0,7.0,165.0,1.0,0.0,8.0,2.0,6.0,3.0,7.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,93.0,0.0,66.0,16.0,2.25,10.0,0.0,6.0,0.0,101.0
88,../../data/test/SOCO.14.test/JAVA/A1/A10088.java,70.0,63.0,15.0,431.0,1.0,0.0,22.0,10.0,10.0,24.0,13.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,580.0,197.0,140.0,37.0,6.027027027027027,37.0,0.0,0.0,0.0,245.0
89,../../data/test/SOCO.14.test/JAVA/A1/A10089.java,70.0,14.5,4.5,93.5,4.0,0.0,31.0,19.0,14.0,9.0,17.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,159.0,32.0,5.8125,26.0,6.0,0.0,6.0,248.0
90,../../data/test/SOCO.14.test/JAVA/A1/A10090.java,31.0,10.0,2.0,49.0,2.0,0.0,11.0,4.0,5.0,10.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,42.0,6.0,3.0,6.0,0.0,0.0,0.0,63.0
91,../../data/test/SOCO.14.test/JAVA/A1/A10091.java,29.0,24.0,8.0,230.0,1.0,0.0,15.0,4.0,4.0,9.0,8.0,100.0,0.0,0.0,4.0,0.0,0.0,0.0,73.0,0.0,78.0,22.0,2.6363636363636362,16.0,0.0,6.0,4.0,131.0
92,../../data/test/SOCO.14.test/JAVA/A1/A10092.java,67.0,60.0,19.0,382.0,1.0,0.0,35.0,17.0,18.0,9.0,10.0,100.0,0.0,0.0,3.0,1.0,3.0,0.0,1327.0,568.0,0.0,25.0,2.36,25.0,0.0,0.0,0.0,253.0
